Skel,SF,Frame,sfDiff,sizeDiff
23,Skel,1,1.34788121412798,0.631203076521149
23,Skel,2,1.33679398456317,0.629505759066966
23,Skel,3,1.32469391090511,0.629186358771075
23,Skel,4,1.31061903811915,0.633383916888075
23,Skel,5,1.29865950170521,0.635603176121166
23,Skel,6,1.28653688362836,0.641632334425724
23,Skel,7,1.27818855003433,0.644479472847127
23,Skel,8,1.26848283003852,0.645920187140093
23,Skel,9,1.26458215617812,0.647887404403722
23,Skel,10,1.25733053593253,0.64551359055887
23,Skel,11,1.25100513193188,0.642474292898529
23,Skel,12,1.2424444108936,0.6399917708636
23,Skel,13,1.23347523543557,0.633308360616702
23,Skel,14,1.22703240472016,0.625903786467989
23,Skel,15,1.21714750713807,0.621218964949396
23,Skel,16,1.20401395244144,0.611863614854594
23,Skel,17,1.19594523574556,0.602704509328741
23,Skel,18,1.17982213463962,0.592274250648898
23,Skel,19,1.17224245226832,0.583474481022322
23,Skel,20,1.16278851518378,0.575599227240071
23,Skel,21,1.15202672658627,0.566550828756306
23,Skel,22,1.14858053208201,0.558224949813674
23,Skel,23,1.1467310434199,0.552251415150736
23,Skel,24,1.14706806689925,0.549752596540979
23,Skel,25,1.14308620027089,0.550767862190672
23,Skel,26,1.13907385101898,0.551291896354489
23,Skel,27,1.1301529924359,0.549760823560566
23,Skel,28,1.12232846214819,0.55077873067969
23,Skel,29,1.11121070277472,0.550444332387994
23,Skel,30,1.10509828804559,0.545009577163675
23,Skel,31,1.1001138931141,0.53882511410947
23,Skel,32,1.09324868889282,0.529357448053776
23,Skel,33,1.08829143465061,0.524019716780948
23,Skel,34,1.08333216352033,0.51728015468728
23,Skel,35,1.07774211552875,0.516362107680305
23,Skel,36,1.06810653957666,0.513543622427921
23,Skel,37,1.05921676615442,0.515421664972267
23,Skel,38,1.05159425508531,0.517078286077104
23,Skel,39,1.04032212091636,0.520934942211153
23,Skel,40,1.02709884959102,0.522500322420712
23,Skel,41,1.01204992728866,0.519586774427896
23,Skel,42,0.996469420009614,0.517169011424835
23,Skel,43,0.974876686707521,0.514690196404065
23,Skel,44,0.95220184637379,0.512961072313316
23,Skel,45,0.929051621759965,0.510445589595233
23,Skel,46,0.910264032043716,0.505567372803718
23,Skel,47,0.896317982412954,0.499659489913198
23,Skel,48,0.879977051000232,0.488874337034896
23,Skel,49,0.863598285769298,0.472090326274649
23,Skel,50,0.846257189282007,0.449218334163829
23,Skel,51,0.839644504089088,0.428070953974453
23,Skel,52,0.824953588637639,0.415160144602789
23,Skel,53,0.813440426115844,0.40776122380513
23,Skel,54,0.799098874098943,0.398811685471239
23,Skel,55,0.782465948636838,0.392060164135473
23,Skel,56,0.766912748820341,0.381892218449919
23,Skel,57,0.760007079017731,0.375033614156078
23,Skel,58,0.753813281332767,0.372852887064924
23,Skel,59,0.745936010720288,0.372730165661443
23,Skel,60,0.733690000519942,0.376817135614571
23,Skel,61,0.731111069078304,0.376709374124949
23,Skel,62,0.723917329172188,0.378049223117964
23,Skel,63,0.723793324558293,0.381005037186861
23,Skel,64,0.725623346385652,0.380320698856483
23,Skel,65,0.730353433222403,0.374479206767515
23,Skel,66,0.740719154841804,0.37453581862603
23,Skel,67,0.749057635738335,0.374676721260268
23,Skel,68,0.763340271519309,0.373436224252917
23,Skel,69,0.772555239939642,0.377722365791926
23,Skel,70,0.776134706590997,0.379711036644731
23,Skel,71,0.773056330684317,0.383837892145912
23,Skel,72,0.780889802304417,0.392788293477819
23,Skel,73,0.787675647117956,0.394735274519902
23,Skel,74,0.797723208043463,0.395414693348826
23,Skel,75,0.809723536993794,0.398381626198762
23,Skel,76,0.816893654429011,0.403276249295451
23,Skel,77,0.826910649126625,0.405116946176341
23,Skel,78,0.847502305548089,0.408202862580247
23,Skel,79,0.868499812603694,0.409730289564624
23,Skel,80,0.891118113826011,0.421783273021029
23,Skel,81,0.902870683090059,0.447053408006082
23,Skel,82,0.91638723390026,0.474159704468136
23,Skel,83,0.932595201880906,0.494673726917485
23,Skel,84,0.952219398924273,0.511958914315554
23,Skel,85,0.971778475419876,0.530177349676761
23,Skel,86,0.990235019363705,0.544084388928698
23,Skel,87,1.00597315286535,0.554728383303173
23,Skel,88,1.02025251987896,0.57100119087945
23,Skel,89,1.04318199750709,0.581885141962587
23,Skel,90,1.06576716828487,0.587215522452068
23,Skel,91,1.08527485348677,0.591449441298527
23,Skel,92,1.10031289958666,0.594412702011273
23,Skel,93,1.11412390038632,0.592268428205334
23,Skel,94,1.12954225970011,0.592262456443517
23,Skel,95,1.1430262797219,0.593675165796145
23,Skel,96,1.15273751765105,0.595315092256268
23,Skel,97,1.15223575987766,0.592342897688435
23,Skel,98,1.14896265425775,0.590026165656953
23,Skel,99,1.15239473228438,0.59167078671391
23,Skel,100,1.15066516863338,0.593536294743259
23,Skel,101,1.14678642995856,0.595017126114787
23,Skel,102,1.14505815074474,0.599644735815884
23,Skel,103,1.14631156154955,0.606116720467507
23,Skel,104,1.14520472873986,0.613374063523403
23,Skel,105,1.15071488362914,0.620328117280218
23,Skel,106,1.15757635782653,0.626813400831215
23,Skel,107,1.17090435845809,0.629618401439747
23,Skel,108,1.17847164745482,0.632365810822637
23,Skel,109,1.1871118650448,0.630050153554984
23,Skel,110,1.19428944265704,0.630450636249297
